,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN
22449,4608206,Campbells Creek Stockton-Lewiston#1,C,Underground,Abandoned,08/18/1992,C06656,Horizon Natural Resources Incorporated,P19562,Appalachian Mining Inc,WV,46,39,Kanawha,2.0,Other,08/01/1992,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.4108,38.3292,,,0.0,,,,N,N,N,N,N,0,,Blount
22451,4608334,No 5,C,Surface,Abandoned,09/14/1993,0041211,"Alpha Natural Resources, Inc.",P19500,White Flame Energy Inc,WV,46,59,Mingo,3.0,Other,09/01/1993,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,09/14/1993,N,,0,,,,0.0,N,82.0231,36.6681,,,,0.0,0.0,,N,N,N,N,N,0,,Pie
22452,4608462,Douglas No 1 Mine,C,Underground,Abandoned,01/04/2010,C01543,Donn A  Chickering,0050221,"Peach Tree Ridge Mining, Inc.",WV,46,109,Wyoming,3.0,Corporation,02/08/2002,C12,C1201,Pineville WV Field Office,460846203519,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,,N,81.411111,37.741388,36.0,,0.0,,0.0,,N,N,N,N,N,25,Off County Route 15 Between Bolt & Glen Rogers,Glen Rogers
22455,4608553,Black King I  North Portal,C,Underground,Active,03/25/1996,0041211,"Alpha Natural Resources, Inc.",P11051,Elk Run Coal Company Inc,WV,46,5,Boone,3.0,Corporation,02/01/1996,C04,C0401,Mt. Hope WV Field Office,000289611,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,6,9.0,2.0,1.0,44.0,N,81.571111,37.96,52.0,,0.0,,0.0,,N,N,N,N,N,41,"State Rt. 3, 1.5 miles up Blue Pennent Rd.",Sylvester
22456,4608579,Deep Mine #4,C,Underground,Abandoned and Sealed,05/25/2000,C10596,Pen Holdings Inc,P20719,Pen Coal Corp,WV,46,99,Wayne,3.0,Corporation,07/01/1996,C12,C1203,Logan WV Field Office,460857903509WYU,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,07/24/1996,N,,0,,,,0.0,N,82.2122,38.0278,84.0,,0.0,,,,N,N,N,N,N,0,,Dunlow
22457,4608172,Winoc Preparation Plant,C,Facility,NonProducing,10/04/2007,C00692,CONSOL Energy Inc,P22485,Fola Coal Company LLC,WV,46,15,Clay,2.0,Other,01/08/2002,C04,C0403,Summersville WV Field Office,000185990,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,1,0.0,0.0,0.0,1.0,N,81.028333,38.386666,,,,,0.0,,N,N,N,N,N,52,Rt. 16 to Bickmore to Fola Rd to Prep plant.,Bickmore
22482,4608771,No 10 Mountain Mine,C,Surface,Abandoned,03/15/2010,C11294,John K  Skidmore,P24126,Mountain Haus Properties Inc,WV,46,45,Logan,3.0,Corporation,01/18/2001,C12,C1203,Logan WV Field Office,460877103504,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,05/07/1999,N,,0,0.0,0.0,0.0,,N,81.728055,37.758888,36.0,,,,0.0,,N,N,N,N,N,0,,Lorado
22483,4608854,Smith Branch Plant,C,Facility,Abandoned and Sealed,09/25/2008,C15950,DTE Energy Company,P24449,DTE Smith Branch LLC,WV,46,109,Wyoming,3.0,Other,09/01/2000,C12,C1201,Pineville WV Field Office,000168142,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.495833,37.546111,,,,,0.0,,N,N,N,N,Y,7,"Located beside US Steel Pinnacle Preparation Plant in Pineville, WV",Pineville
22485,4605098,No 3 Surface,C,Surface,Abandoned,06/20/1978,C05489,Steele Roger P,P06615,C & T Excavating Company,WV,46,81,Raleigh,3.0,Other,07/14/1977,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22498,4607398,Stillhouse Run #1 Surface Mine,C,Surface,Abandoned and Sealed,05/16/1988,C13207,Hall Dale,P19136,Elk River Resources,WV,46,101,Webster,3.0,Other,11/01/1987,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.2583,38.4736,36.0,,,0.0,0.0,,N,N,N,N,N,0,,Bergoo
22499,4607470,#1 Mine,C,Underground,Abandoned and Sealed,11/18/1992,C05381,Raymond  Cline,P20785,Amron Corp,WV,46,47,Mcdowell,3.0,Corporation,01/29/1990,C12,C1202,Princeton WV Field Office,460747003521D,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,12/12/1989,N,,0,,,,0.0,N,81.6531,37.4394,36.0,,0.0,,,,N,N,N,N,N,0,,Premier
22500,4607527,Genesis Mining Co Spark #2,C,Underground,Abandoned and Sealed,03/13/1990,C14069,Mc Golden Michael,P20729,Genesis Mining Company Inc,WV,46,39,Kanawha,2.0,Other,09/26/1989,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.5203,38.2956,48.0,,0.0,,,,N,N,N,N,N,0,,Coal Fork
22501,4601542,No 5 Lynco Ug,C,Underground,Abandoned,08/23/1971,C01104,Hylton Tracy W,P01303,Perry & Hylton Inc,WV,46,109,Wyoming,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22511,4608596,Fourmile Fork,C,Surface,Active,06/07/2005,C14644,Andrew B  Jordan,P21951,Pritchard Mining Co Inc.,WV,46,39,Kanawha,2.0,Corporation,02/22/2005,C04,C0406,Madison WV Field Office,000283378,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,6,9.0,2.0,0.0,75.0,N,81.218055,38.625,54.0,,,3.0,0.0,,N,N,Y,N,N,18,Rt 61 North to Hernshaw 4 miles from state rt. 94 on fourmile fork,Hernshaw
22540,4608958,Mountain Top Mine,C,Surface,Abandoned,10/02/2002,0094773,David D  Bundy; Perian  Salviola,P21604,"Bundy Auger Mining, Inc.",WV,46,19,Fayette,3.0,Corporation,04/05/2002,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,,,0.0,0.0,N,81.318888,37.889722,37.0,,,,,,N,N,N,N,N,0,"near Pax, WV",Pax
22547,4601518,No 4 Mine,C,Underground,Abandoned,09/26/1974,C01572,A C & H Coal Company Incorp,P01869,A C & H Coal Company Inc,WV,46,83,Randolph,2.0,Other,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22558,4609400,Opus Mine,C,Surface,Active,08/30/2011,C15927,Douglas M  Epling; Debra  Epling,P24400,"Hanover Resources, LLC",WV,46,39,Kanawha,2.0,Other,01/24/2011,C04,C0402,Mt. Carbon WV Field Office,000282867,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,6,10.0,1.0,0.0,16.0,N,81.5225,38.163333,38.0,,,1.0,0.0,,N,Y,N,N,N,20,"Travel Rt. 61 west to Montgomery, cross bridge to Rt. 60 west and then travel about 15 miles to Chelyan.  Turn left at red light after crossing bridge and then travel under bridge and turn left at Slaughters Creek for 2 miles.",Chelyan
22560,4605880,Ashcraft Coal Mine #2,C,Underground,Abandoned,11/17/1978,C00525,Andrew Robert,P00611,Ashcraft Coal Company Inc,WV,46,1,Barbour,1.0,Other,11/17/1978,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22575,4607338,Elkay Construction,C,Facility,Abandoned,05/13/1998,C00230,Pittston Company,P01700,Elkay Mining Company,WV,46,45,Logan,3.0,Other,07/01/1987,C12,C1203,Logan WV Field Office,460733803512,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.881944,37.810555,,,,,0.0,,N,N,N,N,N,0,,Lyburn
22576,4607528,Mine No 5,C,Surface,Abandoned,06/30/1989,C13180,Boblett James W,P19080,Newport Trading Company Inc,WV,46,81,Raleigh,3.0,Other,12/20/1988,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.0428,37.6928,50.0,,,0.0,0.0,,N,N,N,N,N,0,,White Oak
22582,4607875,Spruce Run,C,Surface,Abandoned,08/14/1991,C14139,Wellman Travis S,P20896,Holly Mining Inc,WV,46,67,Nicholas,2.0,Other,04/01/1990,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.8225,38.4086,42.0,,,0.0,1.0,,N,N,N,N,N,0,,Summersville
22583,4607879,Dundon Auger,C,Surface,Abandoned,09/28/1990,C13673,Leroy  Stear,P20008,Stear Auger Mining Inc,WV,46,15,Clay,2.0,Other,04/01/1990,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.0506,38.4444,36.0,,,0.0,0.0,,N,N,N,N,N,0,,Clay   L
22590,4608413,Surface Shop Area (1),C,Facility,Abandoned,05/24/1995,C00884,William G  Skewes,P19765,Southern Edge Inc,WV,46,47,Mcdowell,3.0,Other,05/01/1994,C12,C1202,Princeton WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,81.5292,37.2931,,,,,,,N,N,N,N,N,0,,Elbert
22624,4603302,Poca Auger #9 Mine,C,Surface,Abandoned,10/01/1979,C00038,Belco Petroleum Corp,P00080,Kitchekan Fuel Corp,WV,46,55,Mercer,3.0,Corporation,01/01/1976,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22648,4607375,No. 37 Mine,C,Underground,Abandoned and Sealed,06/28/2004,0041153,MELISSA  CLINE,0050846,Top Notch Enterprises,WV,46,47,Mcdowell,3.0,Corporation,11/28/2001,C12,C1202,Princeton WV Field Office,000012930,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,0.0,0.0,0.0,0.0,N,81.432777,37.431666,34.0,,0.0,,0.0,,N,N,N,N,N,26,Off Rt. 52 Keystone - Burkes Mountain,Kimball
22649,4607418,Mine #35,C,Underground,Abandoned and Sealed,01/10/1989,C13473,Nelson Phillip E,P19663,Exodus Mining Inc,WV,46,45,Logan,3.0,Other,07/25/1988,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,82.0064,37.6869,22.0,,0.0,,,,N,N,N,N,N,0,,Stirrat
22652,4607761,No 2,C,Underground,Abandoned and Sealed,09/28/2010,C13045,Eddie  Hurley,P21386,Continuous Mining Company Inc,WV,46,59,Mingo,3.0,Other,01/05/1999,C12,C1203,Logan WV Field Office,460776103521,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,0.0,0.0,N,82.093888,37.574444,9.0,,0.0,,0.0,,N,N,N,N,N,0,,Thacker
22653,4604179,No 1 Mine,C,Underground,Abandoned,12/14/1979,C31019,Hodge Mining,P31019,Hodge Mining,WV,46,47,Mcdowell,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22657,4607977,Maplewood #12,C,Surface,Abandoned,12/11/1990,C10982,Maplewood Mining Company Inc,P15168,Maplewood Mining Company Inc,WV,46,67,Nicholas,2.0,Other,12/01/1990,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.7217,38.3297,,,,0.0,0.0,,N,N,N,N,N,0,,Calvin
22658,4607663,Rossmore Loadout,C,Facility,Abandoned,01/29/1992,C13775,Holbrook Marjorie,P20193,Associated Industries Inc,WV,46,45,Logan,3.0,Other,02/01/1989,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.967222,37.805,,,,,0.0,,N,N,N,N,N,0,,Rossmore
22659,4608244,Sarah Ann Mine,C,Underground,Abandoned and Sealed,11/02/1994,0041211,"Alpha Natural Resources, Inc.",P03822,Rawl Sales & Processing Company,WV,46,45,Logan,3.0,Other,12/28/1994,C12,C1203,Logan WV Field Office,460824403508,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,11/20/1992,N,,0,,,,0.0,N,81.9847,37.705,42.0,,0.0,,,,N,N,N,N,N,0,,Omar
22672,4607344,Bufflick No 1 Mine,C,Underground,Abandoned and Sealed,08/21/1992,C13984,Lyons Ray,P21511,New King Fuel Company Inc,WV,46,39,Kanawha,2.0,Other,07/22/1991,C04,C0402,Mt. Carbon WV Field Office,460734403556A,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.3494,38.2206,60.0,,0.0,,,,N,N,N,N,N,0,,Hugheston
22674,4607764,Mine No 2,C,Underground,Abandoned and Sealed,04/22/2002,C05602,Steve  Havrilesko,P24064,Turpin Enterprises Inc,WV,46,47,Mcdowell,3.0,Other,03/21/2000,C12,C1201,Pineville WV Field Office,460776403598,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,0.0,0.0,,,N,81.685833,37.413333,33.0,,0.0,,,,N,N,N,N,N,30,Day Camp Branch off US Rt. 52,Roderfield
22678,4603769,Buckeye Stone Company,M,Surface,Active,11/06/1991,M01779,Greer Industries Inc,L03330,Buckeye Stone Company,WV,46,61,Monongalia,1.0,Corporation,01/01/1950,M2,M2681,Warrendale PA Field Office,000273004,142200.0,"Crushed, Broken Limestone NEC",1422.0,0.0,,,,,6.0,Stone,,,,,N,,5,8.0,1.0,0.0,12.0,Y,79.925,39.6375,,,,,,1.0,N,N,N,N,N,65,"I-79 south to Morgantown, WV.  Take Rte. 68 east to Cheat Lake exit, turn left @ stop sign onto Rte. 857 North (Exit 10), go approx. 3.5 miles, turn right.",Morgantown
22679,4607997,Sugartree Bench Mtn Mine,C,Surface,Abandoned,06/14/1991,C14332,Jenkins Jon C,P21327,S L C - West Virginia Inc,WV,46,25,Greenbrier,3.0,Other,02/01/1991,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.1342,38.3878,40.0,,,0.0,0.0,,N,N,N,N,N,0,,Richwood
22680,4608077,Pine Run - #2,C,Surface,Abandoned,08/05/1991,C10982,Maplewood Mining Company Inc,P19688,U S Construction Company Inc,WV,46,67,Nicholas,2.0,Other,07/01/1991,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.8683,38.3125,,,,0.0,0.0,,N,N,N,N,N,0,,Gilboa
22683,4608455,No 1,C,Underground,Abandoned and Sealed,09/22/2010,C15162,Hatfield Danny,P22964,Dapper Coals Inc,WV,46,59,Mingo,3.0,Other,11/01/1994,C12,C1203,Logan WV Field Office,460845503512,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,11/03/1994,N,,0,,,,0.0,N,81.980833,37.656666,30.0,,0.0,,0.0,,N,N,N,N,N,0,,Hampden
22727,4601985,Punch Mine 56,C,Underground,Abandoned,03/11/1971,C31974,Simmons Coal Company,P31974,Simmons Coal Company,WV,46,47,Mcdowell,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22742,4609300,Redhawk Surface Mine,C,Surface,Active,09/13/2010,0081113,ArcelorMittal,P20641,"Extra Energy, Inc.",WV,46,47,Mcdowell,3.0,Corporation,08/15/2008,C12,C1202,Princeton WV Field Office,000288747,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,5,10.0,2.0,1.0,43.0,N,81.635555,37.286388,,,,2.0,1.0,,N,N,Y,N,N,0,Take Route 16 from Tazewell to Cucumber then make first left hand turn towards Berwind.  Travel approximately 5 miles to the first load out on your left (Black Wolf's Berwind Load out).  Travel by the load out facility and follow the haulroad to the top of the mountain.,Cucumber
22755,4609347,Hazy Ridge Coal Company,M,Facility,Abandoned,05/24/2012,0041211,"Alpha Natural Resources, Inc.",0103985,Hazy Ridge Coal Company,WV,46,39,Kanawha,,Corporation,08/25/2009,M2,M2681,Warrendale PA Field Office,000271151,101102.0,Magnetite,1011.0,2.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.303611,38.173055,,,,,,0.0,N,N,N,N,N,252,"Rt. 60 near Montgomery, West Virginia, 11248 E. Dupont Ave., Montgomery, WV 25036",Montgomery
22773,4608673,Turnhole Branch #1,C,Surface,Abandoned,04/01/2000,C15602,Carl  Blevins,P23758,Cf & B Coal Works Inc,WV,46,47,Mcdowell,3.0,Other,07/02/1999,C12,C1202,Princeton WV Field Office,460867303502,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,,,0.0,0.0,N,81.521388,37.381666,48.0,,,,,,N,N,N,N,N,0,,Thorpe
22804,4605047,No 1 Mine,C,Surface,Abandoned,08/08/1977,C00275,Marquard & Bahls Ag,P05001,Tectonics Inc,WV,46,77,Preston,1.0,Other,03/01/1976,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22809,4603479,No 1 Surface Mine,C,Surface,Abandoned,12/23/1974,C02521,Staples T D,P02943,Sangamore Coal Company Inc,WV,46,15,Clay,2.0,Other,08/02/1973,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22816,4607073,Taylor #1 Strip,C,Surface,Abandoned,04/26/1993,C05168,Glenn C  Larew,P06204,Coaltrain Corp,WV,46,91,Taylor,1.0,Corporation,02/01/1986,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,03/19/1986,N,,0,,,,0.0,N,80.0786,39.3225,,,,0.0,0.0,,N,N,N,N,N,0,,Shelby Run Road
22820,4607216,No 4 Mine,C,Underground,Abandoned and Sealed,09/07/1989,C12650,Compton Kennie D,P18106,War Eagle Construction Company Inc,WV,46,45,Logan,3.0,Other,07/23/1990,C12,C1203,Logan WV Field Office,460721603553,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/28/1986,N,,0,,,,0.0,N,81.9131,37.6853,40.0,,0.0,,,,N,N,N,N,N,0,,Man
22821,4607251,Surface #3,C,Surface,Abandoned,08/13/1988,C00257,Crew Willis,P17854,Laker Mining Inc,WV,46,19,Fayette,3.0,Other,01/01/1987,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.1003,37.8739,60.0,,,0.0,1.0,,N,N,N,N,N,0,,Mount Hope
22836,4601727,No 2 Mine,C,Underground,Abandoned,04/17/1971,C30010,A B Coal Co,P30010,A B Coal Co,WV,46,67,Nicholas,2.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22933,4601714,No 101 Mine,C,Underground,Abandoned,01/26/1973,C31499,Miller Coal Company,P31499,Miller Coal Company,WV,46,109,Wyoming,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22953,4607159,Surface No 1,C,Surface,Abandoned,03/23/1987,C00257,Crew Willis,P17854,Laker Mining Inc,WV,46,19,Fayette,3.0,Other,07/01/1986,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.1069,37.9572,48.0,,,0.0,0.0,,N,N,N,N,N,0,,Thurmond
22959,4605875,Princess Patty #2,C,Surface,Abandoned,07/08/1981,C00935,Esseks Robert D,P09645,Princess Patty Mining Company,WV,46,1,Barbour,1.0,Other,11/01/1978,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
22960,4607301,No 1 (Surface),C,Surface,Abandoned and Sealed,05/18/1987,C12281,Ray Timothy,P17476,Xw Corp,WV,46,15,Clay,2.0,Corporation,05/01/1987,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.1164,38.3914,,,,0.0,0.0,,N,N,N,N,N,0,,Bickmore
22961,4607312,Mine No 1,C,Underground,Abandoned and Sealed,01/25/1988,C11643,Murphy Wilson,P20019,W & F Coal Company Inc,WV,46,59,Mingo,3.0,Other,10/21/1988,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.9875,37.5936,39.0,,0.0,,,,N,N,N,N,N,0,,Glen Alum
23006,4602197,No 2 Strip Mine,C,Surface,Abandoned,01/20/1976,C00692,CONSOL Energy Inc,P03120,Pocahontas Fuel Company,WV,46,47,Mcdowell,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
23020,4601402,No 4 Mine,C,Underground,Abandoned,03/22/1972,C30409,Cannelton Coal Company-Pocahontas Div,P30409,Cannelton Coal Company-Pocahontas Div,WV,46,47,Mcdowell,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
23037,4601523,No 6 Ug,C,Underground,Abandoned,06/28/1971,C00448,Demotto Carlo,P01646,Roaring Creek Coal Company,WV,46,83,Randolph,2.0,Other,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
23052,4605407,Cleaning Plant No 1,C,Facility,Abandoned,03/13/1978,C01055,Boggs Harry C,P01235,Orlando Coals Inc,WV,46,21,Gilmer,2.0,Other,01/01/1977,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
23069,4601660,Brier Creek No 1,C,Underground,Abandoned,01/07/1972,C02508,Massey Energy Company,P01647,Robinson-Phillips Coal Company Inc,WV,46,109,Wyoming,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
23117,4607022,Grassy Creek #1 Preparation Plant,C,Facility,Abandoned,01/05/1987,C11130,Hawkins Denver A,P17543,Big Grassy Creek Coal Company,WV,46,101,Webster,3.0,Other,08/08/1986,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1985,N,,0,,,,0.0,N,80.4339,38.5503,,,,,,,N,N,N,N,N,0,,Webster Springs
23118,4607059,Sunvalley Mine,C,Surface,Abandoned,03/03/1988,C08710,Hays Dale E,P11671,Shannon Coal Company Inc,WV,46,33,Harrison,1.0,Other,01/01/1986,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,01/26/1986,N,,0,,,,0.0,N,80.3369,39.2814,,,,0.0,0.0,,N,N,N,N,N,0,,Clarksburg
